SIMBOLO,FECHA,VENCIMIENTO,TIPO DE SERIE,CIERRE,APERTURA,MAXIMO,MINIMO,PRECIO PROMEDIO,VOLUMEN NOMINAL,MONTO NEGOCIADO,CANTIDAD DE OPERACIONES
SEMI,2024-01-09,48 hs.,Homogenea,110,113,122,108,"115,861",1014497,117541045,816
TXARD,2024-01-09,48 hs.,Homogenea,"0,892","0,992","0,993","0,89","0,959",715,"685,81",32
YPFDD,2024-01-09,48 hs.,Homogenea,"16,95","17,75","18,2","16,55","17,312",2524,"43695,85",132
LONG,2024-01-09,48 hs.,Homogenea,"40,7","41,5","41,5",40,"40,784",87414,"3565130,8",57
METR,2024-01-09,48 hs.,Homogenea,1049,990,1100,955,"1045,668",131619,137629829,863
MOLA,2024-01-09,48 hs.,Homogenea,"22290,5",21540,22600,21200,"22185,491",4180,"92735350,5",458
MOLI,2024-01-09,48 hs.,Homogenea,3012,3025,3500,"2911,5","3211,113",39014,"125278353,5",950
MORI,2024-01-09,48 hs.,Homogenea,"106,5",103,110,"100,75","105,833",1042178,"110297104,5",1134
MTR,2024-01-09,48 hs.,Homogenea,"1398,5",1365,1420,1355,"1383,092",8647,"11959596,5",100
OEST,2024-01-09,48 hs.,Homogenea,791,790,830,"785,5","803,438",22317,"17930331,5",147
PAMPD,2024-01-09,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",150,375,7
PATA,2024-01-09,48 hs.,Homogenea,"1044,5",1082,1090,1000,"1046,467",14201,14860883,135
RICH,2024-01-09,48 hs.,Homogenea,"789,5",813,830,780,"797,958",6893,"5500323,5",93
RIGO,2024-01-09,48 hs.,Homogenea,809,809,809,809,809,283,228947,7
GCDI,2024-01-09,48 hs.,Homogenea,"21,05","19,9","21,4","19,9","20,916",1345406,"28140190,8",391
GCLA,2024-01-09,48 hs.,Homogenea,976,932,1000,932,"971,017",1746,"1695395,5",27
GGALD,2024-01-09,48 hs.,Homogenea,"1,75","1,71","1,85","1,71","1,803",360,"649,21",24
GRIM,2024-01-09,48 hs.,Homogenea,720,740,740,720,"728,475",118,85960,2
HARG,2024-01-09,48 hs.,Homogenea,"1594,5",1669,1696,1571,"1631,026",19698,32127947,323
HAVA,2024-01-09,48 hs.,Homogenea,7686,7792,8120,7533,"7865,466",17771,"139777190,5",970
INTR,2024-01-09,48 hs.,Homogenea,"176,25",164,178,163,"169,922",9935,1688172,21
INVJ,2024-01-09,48 hs.,Homogenea,566,"586,5",590,551,"568,49",227659,129421787,811
IRSA,2024-01-09,48 hs.,Homogenea,"958,45",995,1055,951,"1006,73",433548,"436465866,65",1553
LEDE,2024-01-09,48 hs.,Homogenea,"948,5",955,"989,5",890,"945,896",39467,37331665,318
CGPA2,2024-01-09,48 hs.,Homogenea,"1265,5",1205,"1319,5",1205,"1271,488",55007,69940717,425
CTIO,2024-01-09,48 hs.,Homogenea,1689,"1740,5",1915,1635,"1787,381",9173,"16395646,5",150
CVH,2024-01-09,48 hs.,Homogenea,3681,"3603,5",3713,3600,"3660,085",12426,"45480216,5",361
DGCU2,2024-01-09,48 hs.,Homogenea,1066,1050,1095,1005,"1069,606",262199,280449508,925
DOME,2024-01-09,48 hs.,Homogenea,"32,15",32,"32,5",32,"32,13",1925,61850,4
DYCA,2024-01-09,48 hs.,Homogenea,365,346,365,346,"352,854",2334,823562,18
FERR,2024-01-09,48 hs.,Homogenea,"72,1",76,79,71,"74,142","86652,5","6424579,95",78
FIPL,2024-01-09,48 hs.,Homogenea,163,"163,5","163,5",158,"160,796",41439,6663218,40
GAMI,2024-01-09,48 hs.,Homogenea,"174,75",180,180,167,"175,691",12843,"2256397,25",51
GARO,2024-01-09,48 hs.,Homogenea,116,"120,75","120,75","115,75","116,845",4920,"574877,25",14
GBAN,2024-01-09,48 hs.,Homogenea,1079,1026,1090,1005,"1058,065",4363,"4616336,5",89
AGRO,2024-01-09,48 hs.,Homogenea,"55,4","56,7","60,2",53,"56,542",4943292,"279501711,4",2948
ALUAD,2024-01-09,48 hs.,Homogenea,"0,94","0,94","0,94","0,94","0,94",417,"391,98",10
AUSO,2024-01-09,48 hs.,Homogenea,"2190,5",2200,2212,2150,"2186,927",20996,45916711,309
BHIP,2024-01-09,48 hs.,Homogenea,"118,5","115,75","120,5",111,"117,237",661686,"77573949,75",726
BOLT,2024-01-09,48 hs.,Homogenea,"24,15","24,6","25,3",24,"24,539",217419,"5335310,3",133
BPAT,2024-01-09,48 hs.,Homogenea,"617,5","608,5",630,606,"618,973",19453,12040891,141
CADO,2024-01-09,48 hs.,Homogenea,545,583,583,530,"547,842",7155,"3919808,5",73
CAPX,2024-01-09,48 hs.,Homogenea,5441,5699,5795,5311,"5488,171",4018,"22051470,5",129
CARC,2024-01-09,48 hs.,Homogenea,"13,95","14,6","14,9","13,5","14,345",589822,"8461242,3",141
CECO2,2024-01-09,48 hs.,Homogenea,"422,5",429,429,392,"412,88",1322904,"546200312,5",1531
SAMI,2024-01-09,48 hs.,Homogenea,"1044,5",1047,1100,973,"1056,124",57783,"61026000,5",513
ROSE,2024-01-08,48 hs.,Homogenea,"64,5","64,5","64,5","64,5","64,5",3625,"233812,5",3
CELU,2024-01-08,48 hs.,Homogenea,"684,5",692,712,"667,5","687,254","38197,29","26251238,51",191
SEMI,2024-01-08,48 hs.,Homogenea,"113,5","97,1",115,"95,5","104,817",1169730,"122607334,2",991
TXARD,2024-01-08,48 hs.,Homogenea,"0,949",1,1,"0,89","0,927",2480,"2299,46",41
YPFDD,2024-01-08,48 hs.,Homogenea,"17,5","17,6","17,75","16,9","17,368",3007,"52226,15",151
METR,2024-01-08,48 hs.,Homogenea,951,840,994,833,"913,664",75631,69101348,612
MOLA,2024-01-08,48 hs.,Homogenea,21502,19250,22000,18650,"19965,575",8497,169647493,685
MOLI,2024-01-08,48 hs.,Homogenea,"3023,5",2701,3190,2701,"3034,939",60408,"183334586,5",1389
MORI,2024-01-08,48 hs.,Homogenea,"99,8","91,8",109,"87,7","96,952",765313,"74198394,8",1162
MTR,2024-01-08,48 hs.,Homogenea,"1359,5",1410,1410,1340,"1363,16",9449,12880495,102
OEST,2024-01-08,48 hs.,Homogenea,"784,5","771,5",790,765,"778,988",11836,9220099,107
PATA,2024-01-08,48 hs.,Homogenea,"1079,5",1089,1090,1041,"1076,769",21846,23523100,137
REGE,2024-01-08,48 hs.,Homogenea,3100,3100,3100,3100,3100,14,43400,2
RICH,2024-01-08,48 hs.,Homogenea,813,715,830,715,"786,283",26441,"20790111,5",261
RIGO,2024-01-08,48 hs.,Homogenea,850,815,850,815,"832,673",2020,1682000,5
GCDI,2024-01-08,48 hs.,Homogenea,19,"17,3","20,8","17,25","18,218",831452,"15147286,95",262
GCLA,2024-01-08,48 hs.,Homogenea,"931,5",920,960,858,"922,277",17353,"16004278,5",65
GGALD,2024-01-08,48 hs.,Homogenea,"1,76","1,89","1,89","1,73","1,77",1201,"2125,6",33
GRIM,2024-01-08,48 hs.,Homogenea,740,740,740,740,740,703,520220,4
HARG,2024-01-08,48 hs.,Homogenea,"1632,5",1591,1666,"1590,5","1625,417",28961,47073702,433
HAVA,2024-01-08,48 hs.,Homogenea,7792,8150,8200,7400,"7618,785",54913,418370350,2498
INTR,2024-01-08,48 hs.,Homogenea,"166,75",161,170,158,"161,454",19751,"3188881,5",28
INVJ,2024-01-08,48 hs.,Homogenea,"586,5",615,618,540,"591,828",297309,"175955867,5",1168
IRSA,2024-01-08,48 hs.,Homogenea,"993,7",937,996,910,"975,213",338158,"329776204,2",1648
LEDE,2024-01-08,48 hs.,Homogenea,"936,5",909,945,876,"932,384",145183,"135366342,5",381
LONG,2024-01-08,48 hs.,Homogenea,"40,75",39,"41,8",39,"40,667",114526,"4657416,6",71
CGPA2,2024-01-08,48 hs.,Homogenea,1167,1080,1176,1080,"1140,194",24243,27641728,242
CTIO,2024-01-08,48 hs.,Homogenea,"1740,5",1470,1745,1449,"1678,651",49916,"83791562,5",258
CVH,2024-01-08,48 hs.,Homogenea,"3603,5",3479,3645,3411,"3564,003",14721,52465692,362
DGCU2,2024-01-08,48 hs.,Homogenea,1033,1009,1049,970,"1009,859",362601,366175922,1144
DOME,2024-01-08,48 hs.,Homogenea,33,33,33,33,33,1000,33000,1
DYCA,2024-01-08,48 hs.,Homogenea,"361,5",369,369,355,"367,066",5370,1971146,16
FERR,2024-01-08,48 hs.,Homogenea,"74,3","67,5",78,"67,2","70,564","186998,5","13195352,64",139
FIPL,2024-01-08,48 hs.,Homogenea,"163,25",156,165,152,"160,698",30058,4830265,47
GAMI,2024-01-08,48 hs.,Homogenea,"178,75","164,5",185,160,"170,024",28257,"4804378,25",85
GARO,2024-01-08,48 hs.,Homogenea,"120,75",126,127,120,"121,448",3762,456887,11
GBAN,2024-01-08,48 hs.,Homogenea,1020,970,1050,925,"992,656",5139,5101259,60
AGRO,2024-01-08,48 hs.,Homogenea,"56,5",53,"57,4","52,5","54,783",5560738,"304632463,7",3043
ALUAD,2024-01-08,48 hs.,Homogenea,"0,95","0,95","0,95","0,95","0,95",12,"11,4",3
AUSO,2024-01-08,48 hs.,Homogenea,2124,2086,2223,2001,"2137,211",31140,66552740,431
BHIP,2024-01-08,48 hs.,Homogenea,"114,75","111,5",116,"109,5","113,542",552156,"62692808,5",568
BOLT,2024-01-08,48 hs.,Homogenea,"24,6","23,5","25,6","22,5","23,975",376837,"9034832,75",195
BPAT,2024-01-08,48 hs.,Homogenea,"608,5","605,5",624,597,"609,318",9333,"5686763,5",63
CADO,2024-01-08,48 hs.,Homogenea,557,520,570,520,"543,598",32046,17420149,91
CAPX,2024-01-08,48 hs.,Homogenea,"5526,5",5295,5699,5105,"5433,697",7664,"41643853,5",197
CARC,2024-01-08,48 hs.,Homogenea,"14,3","13,7","14,6","12,8","13,83",1145299,"15839940,1",211
CECO2,2024-01-08,48 hs.,Homogenea,410,403,429,395,"416,725",1217462,507346869,1814
SAMI,2024-01-08,48 hs.,Homogenea,1047,975,1085,955,"1016,065","55070,2","55954884,95",532
SAMI,2024-01-05,48 hs.,Homogenea,"972,5",955,988,920,"957,86","46829,2","44855838,35",477
CELU,2024-01-05,48 hs.,Homogenea,"684,5",680,"694,5",670,"681,21",43380,29550901,200
TXARD,2024-01-05,48 hs.,Homogenea,"0,984","0,989",1,"0,969","0,98",2099,"2057,89",68
YPFDD,2024-01-05,48 hs.,Homogenea,"17,4","17,5","17,5","16,8","17,347",1620,"28101,7",104
METR,2024-01-05,48 hs.,Homogenea,829,825,839,"790,5","818,143",33485,27395508,300
MOLA,2024-01-05,48 hs.,Homogenea,19249,19250,19250,19050,"19232,621",3268,62852204,283
MOLI,2024-01-05,48 hs.,Homogenea,"2592,5",2345,2798,"2335,5","2455,877",28549,70112824,630
MOLI5,2024-01-05,48 hs.,Homogenea,2800,2800,2800,2800,2800,5,14000,1
MORI,2024-01-05,48 hs.,Homogenea,89,88,92,84,"88,227",403743,"35621121,8",481
MTR,2024-01-05,48 hs.,Homogenea,1361,"1399,5","1399,5",1308,"1349,521",11941,"16114635,5",130
OEST,2024-01-05,48 hs.,Homogenea,"771,5",778,778,"766,5","774,261",9948,"7702350,5",64
PATA,2024-01-05,48 hs.,Homogenea,"1086,5",1090,1100,1079,"1094,263",18900,20681576,147
POLL,2024-01-05,48 hs.,Homogenea,130,125,130,125,"128,585",1534,197250,3
RICH,2024-01-05,48 hs.,Homogenea,"713,5",710,725,698,"713,255",5023,"3582681,5",74
ROSE,2024-01-05,48 hs.,Homogenea,"64,5",64,65,64,"64,213",1271,81615,4
GCDI,2024-01-05,48 hs.,Homogenea,"17,25","16,4","17,5","16,4","16,707",246624,"4120321,45",116
GCLA,2024-01-05,48 hs.,Homogenea,"914,5",880,"949,5",850,"883,407",16615,14677800,56
GGALD,2024-01-05,48 hs.,Homogenea,"1,94",2,2,"1,77","1,871",524,"980,35",38
GRIM,2024-01-05,48 hs.,Homogenea,740,750,750,740,"740,716",1327,982930,11
HARG,2024-01-05,48 hs.,Homogenea,"1605,5",1695,1730,1590,"1646,995",39606,"65230871,5",402
HAVA,2024-01-05,48 hs.,Homogenea,8492,8600,"9660,5",8121,"8747,83",36501,"319304545,5",1932
INTR,2024-01-05,48 hs.,Homogenea,163,162,164,157,"158,166",23215,3671827,34
INVJ,2024-01-05,48 hs.,Homogenea,"594,5",574,660,574,"619,989",345451,"214175924,5",1236
IRSA,2024-01-05,48 hs.,Homogenea,"918,75","925,95",955,888,"912,74",138890,"126770514,35",947
LEDE,2024-01-05,48 hs.,Homogenea,876,840,879,"835,5","862,781",95065,82020316,383
LONG,2024-01-05,48 hs.,Homogenea,"38,85","38,9","39,4",38,"38,838",68338,"2654103,4",47
CGPA2,2024-01-05,48 hs.,Homogenea,"1077,5",1050,1088,1033,"1065,266",23326,24848406,195
CTIO,2024-01-05,48 hs.,Homogenea,1449,1440,1456,1417,"1432,437",5564,7970078,86
CVH,2024-01-05,48 hs.,Homogenea,"3444,5","3370,5",3489,3350,"3395,785",22378,75990867,297
DGCU2,2024-01-05,48 hs.,Homogenea,"993,5",978,1028,955,"995,896",170154,169455660,670
DYCA,2024-01-05,48 hs.,Homogenea,"355,5",353,370,353,"355,435",7314,2599650,20
FERR,2024-01-05,48 hs.,Homogenea,68,70,"71,3",67,"67,948","90400,8","6142554,77",89
FIPL,2024-01-05,48 hs.,Homogenea,"156,5",151,"159,5",151,"155,37",38723,6016394,66
GAMI,2024-01-05,48 hs.,Homogenea,"164,5",152,165,"151,25","160,141",40241,"6444227,5",101
GARO,2024-01-05,48 hs.,Homogenea,"126,75",125,135,120,"126,694",17536,2221699,21
GBAN,2024-01-05,48 hs.,Homogenea,"963,5",990,990,925,"966,202",2497,2412607,45
AGRO,2024-01-05,48 hs.,Homogenea,"52,3","51,4","52,6","49,5","50,962",4477970,228207328,2547
ALUAD,2024-01-05,48 hs.,Homogenea,1,"0,99",1,"0,99","0,993",7,"6,95",2
AUSO,2024-01-05,48 hs.,Homogenea,"2086,5",2025,2160,2001,"2102,879",23018,"48404057,5",316
BHIP,2024-01-05,48 hs.,Homogenea,"110,25","110,25",113,"107,5","109,832",792909,87086805,664
BOLT,2024-01-05,48 hs.,Homogenea,"23,65","23,8",24,"23,15","23,573",201474,"4749287,15",139
BPAT,2024-01-05,48 hs.,Homogenea,604,610,619,578,"597,212",19360,11562016,96
CADO,2024-01-05,48 hs.,Homogenea,"535,5",516,540,502,"514,897",32344,16653822,105
CAPX,2024-01-05,48 hs.,Homogenea,5356,5246,5545,5155,"5288,296",5641,29831276,125
CARC,2024-01-05,48 hs.,Homogenea,"13,65","13,9","13,95","13,55","13,7",869988,"11919053,65",150
CECO2,2024-01-05,48 hs.,Homogenea,"402,5",392,406,383,"395,737",1547388,"612358752,5",1887
SEMI,2024-01-05,48 hs.,Homogenea,"97,1",98,"99,7",93,"95,83",665041,"63730865,5",600
SAMI,2024-01-04,48 hs.,Homogenea,960,951,978,925,"941,118",38070,"35828376,3",390
SEMI,2024-01-04,48 hs.,Homogenea,"97,1","99,5","99,9",94,"96,588",573654,"55407840,6",515
TXARD,2024-01-04,48 hs.,Homogenea,"0,945","0,988","0,988","0,93","0,937",395,"370,28",26
YPFDD,2024-01-04,48 hs.,Homogenea,"17,15","17,5","17,8","16,65","17,045",12854,"219092,8",151
METR,2024-01-04,48 hs.,Homogenea,"797,5","803,5",843,783,"804,321",55002,"44239254,5",324
MOLA,2024-01-04,48 hs.,Homogenea,"19233,5",18970,19250,18900,"19070,827",1633,31142660,235
MOLI,2024-01-04,48 hs.,Homogenea,"2335,5",2334,2345,2220,"2300,303",25188,57940037,518
MORI,2024-01-04,48 hs.,Homogenea,"86,8","84,5",90,"82,8","86,453",274109,"23697625,4",411
MTR,2024-01-04,48 hs.,Homogenea,"1340,5",1235,1390,1235,"1326,261",8635,"11452262,5",187
OEST,2024-01-04,48 hs.,Homogenea,"765,5",750,778,735,"756,196",29211,22089253,86
PATA,2024-01-04,48 hs.,Homogenea,"1082,5",1020,1088,1010,"1060,307",22508,23865387,132
RICH,2024-01-04,48 hs.,Homogenea,704,690,708,690,"701,373",2893,2029071,66
RIGO,2024-01-04,48 hs.,Homogenea,850,850,850,850,850,100,85000,1
ROSE,2024-01-04,48 hs.,Homogenea,65,65,65,65,65,4770,310050,6
GCDI,2024-01-04,48 hs.,Homogenea,"16,55","16,25","16,8","16,25","16,558",303270,"5021578,05",113
GCLA,2024-01-04,48 hs.,Homogenea,"861,5",852,"869,5",852,"853,801",13914,"11879780,5",26
GGALD,2024-01-04,48 hs.,Homogenea,"1,95","1,95",2,"1,71","1,885",566,"1066,85",43
GRIM,2024-01-04,48 hs.,Homogenea,"737,5",730,750,730,"737,324",553,407740,4
HARG,2024-01-04,48 hs.,Homogenea,1630,1660,1840,1512,"1675,485",73876,123778151,676
HAVA,2024-01-04,48 hs.,Homogenea,8778,7650,9200,7418,"8657,805",21572,"186766175,5",1230
INTR,2024-01-04,48 hs.,Homogenea,"163,75",165,165,158,"159,886",27189,4347151,26
INVJ,2024-01-04,48 hs.,Homogenea,"572,5",545,580,532,"564,49",250264,"141271504,5",648
IRSA,2024-01-04,48 hs.,Homogenea,"920,15",868,"926,05",868,"898,597",203835,"183165456,85",764
LEDE,2024-01-04,48 hs.,Homogenea,"823,5",740,835,"738,5","802,049",113197,90789496,351
LONG,2024-01-04,48 hs.,Homogenea,"38,9","39,25",40,"38,55","39,225",74750,"2932059,05",59
CGPA2,2024-01-04,48 hs.,Homogenea,1055,1025,1061,1010,"1053,502",22408,"23606881,5",173
CTIO,2024-01-04,48 hs.,Homogenea,1430,1434,1435,1403,"1417,775",5676,8047293,58
CVH,2024-01-04,48 hs.,Homogenea,"3370,5",3395,3465,3354,"3385,73",20435,"69187389,5",325
DGCU2,2024-01-04,48 hs.,Homogenea,998,999,1034,970,"1009,784",155373,156893214,531
DOME,2024-01-04,48 hs.,Homogenea,33,33,33,33,33,966,31878,2
DYCA,2024-01-04,48 hs.,Homogenea,"355,5",366,366,344,"348,436",2652,924052,20
FERR,2024-01-04,48 hs.,Homogenea,"67,5","70,9","70,9","67,2","67,987","73576,2","5002190,04",91
FIPL,2024-01-04,48 hs.,Homogenea,"154,5",155,158,150,"153,393",33036,"5067475,5",46
GAMI,2024-01-04,48 hs.,Homogenea,159,"162,75","162,75","152,25","156,827",21129,"3313598,75",53
GARO,2024-01-04,48 hs.,Homogenea,120,134,134,120,"127,768",13370,1708264,17
GBAN,2024-01-04,48 hs.,Homogenea,970,940,970,914,"945,203",3385,3199512,38
AGRO,2024-01-04,48 hs.,Homogenea,"51,2","53,6","53,6","50,7","51,181",5235111,"267937020,6",2617
AUSO,2024-01-04,48 hs.,Homogenea,2056,2000,"2094,5",1906,"2009,438",38800,77966175,296
BHIP,2024-01-04,48 hs.,Homogenea,110,"113,5","115,5",107,"110,719",663839,"73501545,25",707
BOLT,2024-01-04,48 hs.,Homogenea,"23,7","23,95","23,95",23,"23,539",383329,"9023117,5",162
BPAT,2024-01-04,48 hs.,Homogenea,609,600,620,571,"605,794",7635,"4625233,5",82
CADO,2024-01-04,48 hs.,Homogenea,509,505,515,501,"508,487",16504,8392065,86
CAPX,2024-01-04,48 hs.,Homogenea,5243,5200,5320,5003,"5199,159",7908,"41114951,5",139
CARC,2024-01-04,48 hs.,Homogenea,"13,8","13,8","14,5","13,7","13,874",977385,13560073,143
CECO2,2024-01-04,48 hs.,Homogenea,379,"347,5",383,341,"363,945",3312118,1205428722,3189
CELU,2024-01-04,48 hs.,Homogenea,"664,5",640,671,640,"662,128","48724,43","32261820,31",236
SAMI,2024-01-03,48 hs.,Homogenea,933,950,950,915,"930,347","27953,4","26006374,45",279
CELU,2024-01-03,48 hs.,Homogenea,"624,5",590,630,590,"616,749","44524,29","27460308,82",184
TXARD,2024-01-03,48 hs.,Homogenea,"0,949","0,988","0,988","0,89","0,91",1719,"1563,66",49
YPFDD,2024-01-03,48 hs.,Homogenea,"17,2","17,3","17,5","16,7","17,098",1862,"31836,55",109
METR,2024-01-03,48 hs.,Homogenea,803,820,820,799,"812,577",39724,32278795,276
MOLA,2024-01-03,48 hs.,Homogenea,19122,18981,19248,18240,"19040,573",1029,19592750,187
MOLI,2024-01-03,48 hs.,Homogenea,"2335,5",2355,2360,2300,"2336,975",16670,"38957375,5",381
MOLI5,2024-01-03,48 hs.,Homogenea,2800,2800,2800,2800,2800,7,19600,2
MORI,2024-01-03,48 hs.,Homogenea,84,86,"87,7","83,1","84,476",324576,"27418743,2",398
MTR,2024-01-03,48 hs.,Homogenea,1206,1200,1220,"1173,5","1191,164",12837,15290967,79
OEST,2024-01-03,48 hs.,Homogenea,752,740,"758,5",730,"747,944",37992,"28415887,5",89
PATA,2024-01-03,48 hs.,Homogenea,"1000,5",950,1010,920,"983,004",12586,"12372086,5",103
POLL,2024-01-03,48 hs.,Homogenea,125,125,125,125,125,1000,125000,5
RICH,2024-01-03,48 hs.,Homogenea,687,700,700,664,"687,678",4163,"2862804,5",61
RIGO,2024-01-03,48 hs.,Homogenea,845,845,845,845,845,10,8450,1
ROSE,2024-01-03,48 hs.,Homogenea,62,64,64,62,"62,436",5500,343400,12
GCDI,2024-01-03,48 hs.,Homogenea,"16,25","16,6","17,1",16,"16,527",272011,"4495648,3",114
GCLA,2024-01-03,48 hs.,Homogenea,"852,5",825,860,825,"852,47",2537,"2162716,5",33
GGALD,2024-01-03,48 hs.,Homogenea,"1,94","1,79","1,99","1,79","1,89",2892,"5465,63",51
GRIM,2024-01-03,48 hs.,Homogenea,"733,5",750,750,730,"733,537",5119,"3754974,5",10
HARG,2024-01-03,48 hs.,Homogenea,1607,1511,1700,1420,"1580,779",34270,54173292,360
HAVA,2024-01-03,48 hs.,Homogenea,"7807,5",7290,7970,6832,"7475,57",14298,106885695,817
INTR,2024-01-03,48 hs.,Homogenea,"166,25",170,170,163,"166,507",7623,1269280,19
INVJ,2024-01-03,48 hs.,Homogenea,"524,5",498,534,498,"522,11",238254,"124394835,5",684
IRSA,2024-01-03,48 hs.,Homogenea,"869,4",849,"873,95",822,"850,736",170301,"144881185,25",702
LEDE,2024-01-03,48 hs.,Homogenea,"738,5",740,748,715,"732,609",36451,"26704344,5",209
LONG,2024-01-03,48 hs.,Homogenea,39,40,40,38,"39,05",42604,"1663684,85",47
CGPA2,2024-01-03,48 hs.,Homogenea,1031,1082,1105,1020,"1044,257",20453,"21358190,5",234
CTIO,2024-01-03,48 hs.,Homogenea,1434,1439,1439,1415,"1429,468",5229,"7474689,5",60
CVH,2024-01-03,48 hs.,Homogenea,"3394,5",3440,3490,3355,"3419,157",26159,89441719,214
DGCU2,2024-01-03,48 hs.,Homogenea,"985,5",983,998,950,"984,24",136861,"134704031,5",468
DYCA,2024-01-03,48 hs.,Homogenea,349,365,365,341,"350,299",22291,7808512,41
FERR,2024-01-03,48 hs.,Homogenea,"68,7",69,70,"67,3","68,788","23928,3","1645976,3",35
FIPL,2024-01-03,48 hs.,Homogenea,"158,25",165,165,"153,5","158,251",8468,"1340066,5",26
GAMI,2024-01-03,48 hs.,Homogenea,160,155,165,155,"159,962",25442,4069760,79
GARO,2024-01-03,48 hs.,Homogenea,124,121,127,118,"124,425",41674,5185277,37
GBAN,2024-01-03,48 hs.,Homogenea,930,915,930,910,"912,214",8167,"7450049,5",41
AGRO,2024-01-03,48 hs.,Homogenea,"52,4",54,"54,8",52,"53,1",3076420,"163357553,7",1935
AUSO,2024-01-03,48 hs.,Homogenea,"1979,5",1953,"2019,5",1870,"1959,929",21698,42526532,214
BHIP,2024-01-03,48 hs.,Homogenea,"112,25",118,119,111,"114,116",703889,80333894,779
BOLT,2024-01-03,48 hs.,Homogenea,"23,1","22,1","23,5","21,1","22,702",234152,"5315733,55",183
BPAT,2024-01-03,48 hs.,Homogenea,591,608,608,565,"593,921",8831,"5244917,5",58
CADO,2024-01-03,48 hs.,Homogenea,"497,5",482,505,479,"491,69",8628,"4242298,5",47
CAPX,2024-01-03,48 hs.,Homogenea,"5199,5",5200,5265,4830,"5086,247",7913,"40247471,5",163
CARC,2024-01-03,48 hs.,Homogenea,"13,8","13,85","13,95","13,1","13,542",630487,8538162,142
CECO2,2024-01-03,48 hs.,Homogenea,334,348,389,330,"335,506",14995244,"5030988713,5",3935
SEMI,2024-01-03,48 hs.,Homogenea,"98,2",100,"101,5",94,"97,403",481398,46889625,462
SAMI,2024-01-02,48 hs.,Homogenea,"919,5",928,939,"893,5","920,37",27544,"25350668,15",345
CGPA2,2024-01-02,48 hs.,Homogenea,"1065,5",1090,1133,1040,"1088,913",18005,19605887,167
TXARD,2024-01-02,48 hs.,Homogenea,"0,979","1,02","1,02","0,93","0,968",2869,"2776,03",40
YPFDD,2024-01-02,48 hs.,Homogenea,"17,55","17,65","17,75","16,6","17,093",1121,"19161,75",91
METR,2024-01-02,48 hs.,Homogenea,799,770,825,"767,5","794,606",31950,"25387659,5",253
MOLA,2024-01-02,48 hs.,Homogenea,"18704,5",19250,19250,18500,"18891,587",1115,21064120,246
MOLI,2024-01-02,48 hs.,Homogenea,"2348,5",2350,2360,2250,"2340,131",12756,29850717,319
MORI,2024-01-02,48 hs.,Homogenea,"84,5","84,2","91,8",83,"85,56",361345,"30916518,7",391
MTR,2024-01-02,48 hs.,Homogenea,1194,1250,"1301,5",1085,"1193,817",24347,"29065870,5",130
OEST,2024-01-02,48 hs.,Homogenea,"718,5",780,780,710,"735,035",3487,2563067,47
PATA,2024-01-02,48 hs.,Homogenea,945,945,950,920,"936,781",3551,3326511,54
RICH,2024-01-02,48 hs.,Homogenea,678,720,720,"664,5","681,655",5978,4074932,83
RIGO,2024-01-02,48 hs.,Homogenea,"835,5",820,840,820,"833,869",305,254330,4
ROSE,2024-01-02,48 hs.,Homogenea,"63,5",62,64,60,"62,142",4700,292068,8
GCLA,2024-01-02,48 hs.,Homogenea,"854,5","851,5",867,"851,5","852,923",265,"226024,5",10
GGALD,2024-01-02,48 hs.,Homogenea,"1,83","1,83","1,85","1,74","1,785",880,"1570,98",22
GRIM,2024-01-02,48 hs.,Homogenea,739,700,750,700,"733,747",782,573790,5
HARG,2024-01-02,48 hs.,Homogenea,1501,1480,1530,1441,"1497,331",41578,62256031,266
HAVA,2024-01-02,48 hs.,Homogenea,"7284,5",6470,7600,6021,"6794,845",11606,78860976,691
INTR,2024-01-02,48 hs.,Homogenea,"170,25",165,172,165,"167,729",2263,379570,6
INVJ,2024-01-02,48 hs.,Homogenea,492,"467,5",500,"467,5","491,25",152393,"74863011,5",555
IRSA,2024-01-02,48 hs.,Homogenea,"847,45","854,5",870,"812,05","843,298",76017,"64104960,6",656
LEDE,2024-01-02,48 hs.,Homogenea,729,750,760,"700,5","724,786",164827,"119464348,5",274
LONG,2024-01-02,48 hs.,Homogenea,"38,85","38,1",41,"38,1","39,753",8740,"347442,45",14
CTIO,2024-01-02,48 hs.,Homogenea,"1427,5",1410,"1433,5",1391,"1418,949",2079,"2949994,5",56
CVH,2024-01-02,48 hs.,Homogenea,3400,3700,3700,3360,"3428,001",16368,"56109515,5",258
DGCU2,2024-01-02,48 hs.,Homogenea,983,970,1000,950,"978,755",89204,"87308841,5",366
DOME,2024-01-02,48 hs.,Homogenea,33,33,33,33,33,5425,179025,4
DYCA,2024-01-02,48 hs.,Homogenea,366,366,366,366,366,110,40260,1
FERR,2024-01-02,48 hs.,Homogenea,"68,6","69,7","69,7",67,"68,265","21280,7","1452722,76",48
FIPL,2024-01-02,48 hs.,Homogenea,"160,25",155,"164,5",152,"159,329",9306,1482719,43
GAMI,2024-01-02,48 hs.,Homogenea,"158,5",157,163,"155,75","158,368",18720,"2964642,75",52
GARO,2024-01-02,48 hs.,Homogenea,119,110,120,110,"117,032",35009,4097187,39
