SIMBOLO,FECHA,VENCIMIENTO,TIPO DE SERIE,CIERRE,APERTURA,MAXIMO,MINIMO,PRECIO PROMEDIO,VOLUMEN NOMINAL,MONTO NEGOCIADO,CANTIDAD DE OPERACIONES
AGRO,2024-01-26,48 hs.,Homogenea,"66,1",71,"72,9",62,"66,83",3980797,266035386,2262
YPFDD,2024-01-26,48 hs.,Homogenea,"18,45","18,5","18,6","17,3","18,238",3018,55043,120
BHIP,2024-01-26,48 hs.,Homogenea,"238,75",235,258,230,"240,083",1273752,305806584,1246
BOLT,2024-01-26,48 hs.,Homogenea,"77,8","89,9","104,5",75,"91,085",5346122,486951411,2619
BPAT,2024-01-26,48 hs.,Homogenea,"898,5",950,979,888,"904,402",23169,20954096,209
CADO,2024-01-26,48 hs.,Homogenea,640,"645,5","645,5",630,"639,558",12752,8155642,66
CAPX,2024-01-26,48 hs.,Homogenea,"6227,5",6420,6450,6100,"6319,839",2470,15610002,90
CARC,2024-01-26,48 hs.,Homogenea,"30,35","31,95","34,8",28,"31,393",4467084,140236464,1118
CECO2,2024-01-26,48 hs.,Homogenea,462,"452,5",475,423,"455,855",2107269,960609683,1344
CELU,2024-01-26,48 hs.,Homogenea,"818,5",800,861,771,"816,079","55651,93",45416362,260
CGPA2,2024-01-26,48 hs.,Homogenea,"2046,5",2198,2198,2010,"2069,461",21520,44534792,269
CTIO,2024-01-26,48 hs.,Homogenea,"1967,5",1918,1980,1841,"1944,087",4336,8429560,90
CVH,2024-01-26,48 hs.,Homogenea,4910,4905,4975,4861,"4902,695",14800,72559889,323
DGCU2,2024-01-26,48 hs.,Homogenea,1217,1223,1231,1135,"1183,251",157071,185854457,753
DOME,2024-01-26,48 hs.,Homogenea,"90,7",55,98,55,"81,791",138328,11314015,92
DYCA,2024-01-26,48 hs.,Homogenea,"557,5",561,595,499,"535,889",31672,16972691,155
FERR,2024-01-26,48 hs.,Homogenea,"114,5",122,123,107,"115,228",145806,16800896,223
FIPL,2024-01-26,48 hs.,Homogenea,"225,5","231,5",243,216,"233,175",218116,50859267,175
GAMI,2024-01-26,48 hs.,Homogenea,277,314,333,272,"292,697",339958,99504519,760
GARO,2024-01-26,48 hs.,Homogenea,209,"204,5",214,203,"208,754",15802,3298726,59
GBAN,2024-01-26,48 hs.,Homogenea,"1296,5",1335,1335,1270,"1304,445",2955,3854635,48
GCDI,2024-01-26,48 hs.,Homogenea,"35,3",38,39,"33,8","35,742",1476387,52769163,518
GCLA,2024-01-26,48 hs.,Homogenea,1647,"1700,5",1717,1602,"1639,286",49129,80536476,121
GGALD,2024-01-26,48 hs.,Homogenea,"2,25","2,25","2,25","2,1","2,152",10787,23211,57
GRIM,2024-01-26,48 hs.,Homogenea,995,950,995,950,"990,419",1768,1751060,28
HARG,2024-01-26,48 hs.,Homogenea,"1673,5",1725,1725,1645,"1670,78",21499,35920106,288
HAVA,2024-01-26,48 hs.,Homogenea,"8107,5",9223,9300,8050,"8477,28",19470,165052634,952
INTR,2024-01-26,48 hs.,Homogenea,"284,5","285,5",333,279,"307,689",95767,29466482,234
INVJ,2024-01-26,48 hs.,Homogenea,"570,5","599,5",607,565,"576,695",85772,49464285,394
IRSA,2024-01-26,48 hs.,Homogenea,"1095,9",1170,1200,"1087,3","1108,514",100131,110996591,679
LEDE,2024-01-26,48 hs.,Homogenea,"1046,5",1097,1097,950,"1018,633",112827,114929336,516
LONG,2024-01-26,48 hs.,Homogenea,71,78,90,"68,2","77,244",1447106,111780177,999
METR,2024-01-26,48 hs.,Homogenea,1097,1150,1185,1070,"1124,622",84199,94692018,509
MOLA,2024-01-26,48 hs.,Homogenea,24589,24900,25330,23031,"24488,327",1092,26741254,202
MOLI,2024-01-26,48 hs.,Homogenea,4331,4780,4879,4201,"4471,61",26132,116852114,740
MORI,2024-01-26,48 hs.,Homogenea,"143,5",148,160,"138,5","146,463",882227,129213595,1091
MTR,2024-01-26,48 hs.,Homogenea,1564,1586,1586,1477,"1534,966",2644,4058451,55
OEST,2024-01-26,48 hs.,Homogenea,"1133,5",1240,1249,1118,"1166,701",25018,29188515,184
PAMPD,2024-01-26,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",2282,5705,14
PATA,2024-01-26,48 hs.,Homogenea,"1081,5",1120,1124,1061,"1099,679",5255,5778816,69
POLL,2024-01-26,48 hs.,Homogenea,260,260,260,260,260,200,52000,1
RICH,2024-01-26,48 hs.,Homogenea,"1058,5",1199,1199,1050,"1081,063",24974,26998473,237
RIGO,2024-01-26,48 hs.,Homogenea,"933,5",935,935,900,"933,513",380,354735,4
ROSE,2024-01-26,48 hs.,Homogenea,"108,25","99,7",110,"99,7","107,836",35377,3814910,57
SAMI,2024-01-26,48 hs.,Homogenea,1247,1335,1415,1200,"1307,323","95508,2",124860014,869
SEMI,2024-01-26,48 hs.,Homogenea,"122,5",126,132,"118,5","125,931",718317,90458441,579
TXARD,2024-01-26,48 hs.,Homogenea,"0,899","0,92","0,949","0,899","0,932",732,682,27
VALOD,2024-01-26,48 hs.,Homogenea,"0,24","0,24","0,24","0,24","0,24",1,0,1
AUSO,2024-01-26,48 hs.,Homogenea,"2411,5",2555,2559,2355,"2427,287",98084,238077991,474
AGRO,2024-01-25,48 hs.,Homogenea,"69,3","63,2",70,"62,3","67,8",5568273,377529752,2836
YPFDD,2024-01-25,48 hs.,Homogenea,"18,1","17,7","18,65","17,3","17,987",2873,51678,176
BHIP,2024-01-25,48 hs.,Homogenea,"242,75",238,253,228,"244,034",2233196,544976467,1919
BOLT,2024-01-25,48 hs.,Homogenea,"89,7","73,7",93,"73,6","86,049",6848268,589289287,3327
BPAT,2024-01-25,48 hs.,Homogenea,945,"952,5",970,920,"949,509",33996,32279491,252
CADO,2024-01-25,48 hs.,Homogenea,643,610,649,610,"641,987",41254,26484542,91
CAPX,2024-01-25,48 hs.,Homogenea,"6342,5",6150,6457,6150,"6303,114",5214,32864437,108
CARC,2024-01-25,48 hs.,Homogenea,31,"25,6","31,9","25,6","29,369",9618470,282485314,1413
CECO2,2024-01-25,48 hs.,Homogenea,446,457,464,440,"451,433",560570,253059546,1009
CELU,2024-01-25,48 hs.,Homogenea,"792,5",760,800,745,"786,141","148506,38",116746959,239
CGPA2,2024-01-25,48 hs.,Homogenea,2151,2101,2288,2101,"2153,679",48659,104795878,539
CTIO,2024-01-25,48 hs.,Homogenea,1923,1905,1990,1820,"1943,063",11845,23015580,129
CVH,2024-01-25,48 hs.,Homogenea,4899,4626,4980,4618,"4811,807",25570,123037895,416
DGCU2,2024-01-25,48 hs.,Homogenea,1208,1220,1225,1182,"1212,283",322261,390671674,1066
DOME,2024-01-25,48 hs.,Homogenea,54,50,54,50,"53,283",30000,1598500,12
DYCA,2024-01-25,48 hs.,Homogenea,555,433,"598,5",433,"512,378",91960,47118274,350
FERR,2024-01-25,48 hs.,Homogenea,119,"114,5","129,5",114,"120,866",488788,59078009,544
FIPL,2024-01-25,48 hs.,Homogenea,"231,25",218,240,218,"232,04",173043,40152898,182
GAMI,2024-01-25,48 hs.,Homogenea,306,271,345,271,"319,535",812737,259697951,1335
GARO,2024-01-25,48 hs.,Homogenea,"204,5",195,220,195,"202,93",22953,4657844,40
GBAN,2024-01-25,48 hs.,Homogenea,"1334,5",1312,1380,1251,"1334,336",11914,15897277,121
GCDI,2024-01-25,48 hs.,Homogenea,"37,3",37,"40,4","36,25","38,898",2585039,100552059,846
GCLA,2024-01-25,48 hs.,Homogenea,1637,1605,1727,1550,"1638,312",41811,68499466,195
GGALD,2024-01-25,48 hs.,Homogenea,"2,18",2,"2,2",2,"2,058",36129,74334,77
GRIM,2024-01-25,48 hs.,Homogenea,906,825,906,822,"895,399",715,640210,7
HARG,2024-01-25,48 hs.,Homogenea,"1726,5",1700,1800,1670,"1728,598",15439,26687831,287
HAVA,2024-01-25,48 hs.,Homogenea,9022,9230,9700,8500,"9361,266",19153,179296319,983
INTR,2024-01-25,48 hs.,Homogenea,277,230,285,230,"260,135",46758,12163393,102
INVJ,2024-01-25,48 hs.,Homogenea,"599,5",568,604,550,"578,615",175817,101730380,571
IRSA,2024-01-25,48 hs.,Homogenea,"1165,4",1140,1190,1088,"1156,765",198908,230089862,740
LEDE,2024-01-25,48 hs.,Homogenea,1073,"1077,5",1110,1068,"1077,079",103528,111507867,497
LONG,2024-01-25,48 hs.,Homogenea,"75,2",60,77,60,"68,238",2653707,181083228,1041
METR,2024-01-25,48 hs.,Homogenea,"1148,5",1165,1176,1140,"1154,299",115723,133578990,870
MOLA,2024-01-25,48 hs.,Homogenea,24944,23499,25050,"22389,5","24200,714",2789,67495792,337
MOLI,2024-01-25,48 hs.,Homogenea,"4647,5",4266,4876,4266,"4651,815",24245,112783246,714
MOLI5,2024-01-25,48 hs.,Homogenea,3767,3767,3767,3767,3767,1,3767,1
MORI,2024-01-25,48 hs.,Homogenea,"144,5",133,148,"131,75","139,698",1269311,177319798,936
MTR,2024-01-25,48 hs.,Homogenea,1586,1582,1640,1548,"1616,82",3538,5720311,81
OEST,2024-01-25,48 hs.,Homogenea,1197,995,1247,961,"1113,316",40454,45038080,249
PAMPD,2024-01-25,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",586,1465,18
PATA,2024-01-25,48 hs.,Homogenea,"1107,5",1100,1112,1060,"1089,396",10018,10913565,108
POLL,2024-01-25,48 hs.,Homogenea,216,208,216,208,"211,556",900,190400,2
REGE,2024-01-25,48 hs.,Homogenea,4400,4400,4400,4400,4400,150,660000,2
RICH,2024-01-25,48 hs.,Homogenea,"1158,5","1063,5",1198,1060,"1162,49",15127,17584993,258
RIGO,2024-01-25,48 hs.,Homogenea,929,900,930,900,920,1600,1472000,5
ROSE,2024-01-25,48 hs.,Homogenea,"99,8",85,100,83,"95,227",30911,2943573,39
SAMI,2024-01-25,48 hs.,Homogenea,"1290,5",1179,1340,"1156,5","1268,466","107947,5",136927697,955
SEMI,2024-01-25,48 hs.,Homogenea,"125,5","121,5",128,118,"123,571",795939,98354976,576
TXARD,2024-01-25,48 hs.,Homogenea,"0,887","0,91","0,949","0,86","0,916",1226,1123,56
VALOD,2024-01-25,48 hs.,Homogenea,"0,24","0,23","0,24","0,23","0,233",3,1,2
AUSO,2024-01-25,48 hs.,Homogenea,"2460,5",2225,2549,2125,"2456,118",337628,829254055,1000
RICH,2024-01-24,48 hs.,Homogenea,"1053,5","951,5",1061,"951,5","1041,69",37323,38878996,301
RIGO,2024-01-24,48 hs.,Homogenea,"899,5",900,904,880,"899,631",975,877140,6
ROSE,2024-01-24,48 hs.,Homogenea,"82,3","79,5","83,2","79,5","82,119",14933,1226282,19
SAMI,2024-01-24,48 hs.,Homogenea,"1147,5",1173,1173,1090,"1136,615","45974,7",52255539,339
SEMI,2024-01-24,48 hs.,Homogenea,120,"117,5",122,116,"119,005",469312,55850290,438
TXARD,2024-01-24,48 hs.,Homogenea,"0,879","0,79","0,9","0,79","0,877",1514,1328,37
VALOD,2024-01-24,48 hs.,Homogenea,"0,23","0,23","0,24","0,23","0,23",72,17,6
YPFDD,2024-01-24,48 hs.,Homogenea,"17,5","16,9","17,5","16,8","17,319",2376,41149,139
GCDI,2024-01-24,48 hs.,Homogenea,"35,35","27,1","35,95","26,75","32,753",3930432,128733989,971
GCLA,2024-01-24,48 hs.,Homogenea,1618,1645,"1689,5",1500,"1612,349",36398,58686287,280
GGALD,2024-01-24,48 hs.,Homogenea,"1,98","2,08","2,1","1,95","1,956",37387,73111,38
GRIM,2024-01-24,48 hs.,Homogenea,822,"821,5",822,"821,5","821,609",64,52583,2
HARG,2024-01-24,48 hs.,Homogenea,1684,1625,1729,1574,"1627,611",46357,75451177,531
HAVA,2024-01-24,48 hs.,Homogenea,"9237,5",8120,9995,8082,"8718,626",12657,110351647,705
INTR,2024-01-24,48 hs.,Homogenea,"225,75",218,226,218,"219,656",15676,3443326,27
INVJ,2024-01-24,48 hs.,Homogenea,"566,5",570,580,"559,5","566,072",85246,48255394,386
IRSA,2024-01-24,48 hs.,Homogenea,"1120,7",1130,"1153,4","1110,25","1124,972",82310,92596474,484
LEDE,2024-01-24,48 hs.,Homogenea,"1071,5","1085,5",1124,1050,"1071,229",140326,150321237,398
LONG,2024-01-24,48 hs.,Homogenea,"57,8","49,95",63,48,"56,265",1081661,60859422,397
METR,2024-01-24,48 hs.,Homogenea,"1164,5",1190,1190,1100,"1168,599",69947,81740026,434
MOLA,2024-01-24,48 hs.,Homogenea,23341,22750,23749,"22101,5","23394,969",2115,49480360,181
MOLI,2024-01-24,48 hs.,Homogenea,"4450,5",4436,4522,4300,"4424,125",18897,83602696,493
MORI,2024-01-24,48 hs.,Homogenea,"132,25",135,"137,5",128,"131,656",1274767,167830336,719
MTR,2024-01-24,48 hs.,Homogenea,1595,1600,1700,1570,"1622,668",3334,5409975,69
OEST,2024-01-24,48 hs.,Homogenea,995,999,999,931,"983,183",15634,15371080,94
PAMPD,2024-01-24,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",521,1303,15
PATA,2024-01-24,48 hs.,Homogenea,"1077,5",1100,1100,1060,"1080,033",9937,10732286,108
POLL,2024-01-24,48 hs.,Homogenea,200,196,200,196,"197,667",750,148250,3
AGRO,2024-01-24,48 hs.,Homogenea,"62,8","62,2",64,61,"62,739",2447654,153563336,1482
ALUAD,2024-01-24,48 hs.,Homogenea,"0,9","0,9","0,9","0,9","0,9",1,1,1
AUSO,2024-01-24,48 hs.,Homogenea,2225,2280,2280,"2211,5","2234,22",39499,88249446,297
BHIP,2024-01-24,48 hs.,Homogenea,"236,75",230,"238,75",215,"226,468",1865480,422471066,1851
BOLT,2024-01-24,48 hs.,Homogenea,"73,5","55,5",75,"55,5","68,09",6823976,464644805,2547
BPAT,2024-01-24,48 hs.,Homogenea,944,952,980,910,"959,325",40576,38925575,209
CADO,2024-01-24,48 hs.,Homogenea,624,602,630,601,"611,498",19725,12061791,85
CAPX,2024-01-24,48 hs.,Homogenea,"6210,5",6200,6300,5850,"6158,297",10022,61718449,194
CARC,2024-01-24,48 hs.,Homogenea,"25,5","21,6","26,5",20,"23,968",6662259,159683072,944
CECO2,2024-01-24,48 hs.,Homogenea,454,480,"486,5",444,"458,896",437611,200817784,888
CELU,2024-01-24,48 hs.,Homogenea,749,750,760,736,"750,861",51539,38698646,144
CGPA2,2024-01-24,48 hs.,Homogenea,2196,2147,"2259,5",2004,"2163,555",59309,128318291,611
CTIO,2024-01-24,48 hs.,Homogenea,1895,1972,2000,1890,"1913,924",8019,15347754,69
CVH,2024-01-24,48 hs.,Homogenea,4616,4450,4870,4300,"4644,405",24223,112501425,484
DGCU2,2024-01-24,48 hs.,Homogenea,1215,1230,1239,1209,"1217,608",148333,180611404,628
DOME,2024-01-24,48 hs.,Homogenea,"47,95",45,48,45,"47,438",36554,1734060,9
DYCA,2024-01-24,48 hs.,Homogenea,428,"401,5",439,394,"401,409",70083,28131942,86
FERR,2024-01-24,48 hs.,Homogenea,110,94,"113,5","90,4","105,463","167327,6",17646839,199
FIPL,2024-01-24,48 hs.,Homogenea,"213,25",203,216,201,"210,664",101860,21458273,126
GAMI,2024-01-24,48 hs.,Homogenea,262,216,280,210,"248,691",593353,147561627,776
GARO,2024-01-24,48 hs.,Homogenea,186,193,193,185,"187,22",4712,882179,10
GBAN,2024-01-24,48 hs.,Homogenea,1312,1263,1379,1263,"1319,533",5128,6766563,62
RIGO,2024-01-23,48 hs.,Homogenea,880,880,880,880,880,766,674080,8
GBAN,2024-01-23,48 hs.,Homogenea,"1315,5",1405,1465,1300,"1363,423",7171,9777109,90
SAMI,2024-01-23,48 hs.,Homogenea,"1124,5",1153,1190,"1102,5","1141,146","33219,4","37908181,15",380
SEMI,2024-01-23,48 hs.,Homogenea,"117,5",124,125,"116,5","119,281",426266,"50845433,25",491
TXARD,2024-01-23,48 hs.,Homogenea,"0,829","0,8","0,84","0,8","0,828",1388,"1149,83",21
VALOD,2024-01-23,48 hs.,Homogenea,"0,24","0,24","0,24","0,23","0,236",156,"36,89",9
YPFDD,2024-01-23,48 hs.,Homogenea,"16,85","16,65","17,15","16,65","16,861",1744,"29405,2",110
GCDI,2024-01-23,48 hs.,Homogenea,"26,85","28,1","28,7","26,75","27,359",1278681,"34983501,35",304
GCLA,2024-01-23,48 hs.,Homogenea,1645,1415,1720,1415,"1635,077",53073,86778430,561
GGALD,2024-01-23,48 hs.,Homogenea,"2,1","1,98","2,1","1,85","1,884",37579,"70809,1",57
GRIM,2024-01-23,48 hs.,Homogenea,"782,5",775,783,775,"777,732",500,388866,5
HARG,2024-01-23,48 hs.,Homogenea,1632,1668,1765,1590,"1672,691",46943,"78521138,5",611
HAVA,2024-01-23,48 hs.,Homogenea,8096,8350,8500,7851,"8120,549",8339,67717259,547
INTR,2024-01-23,48 hs.,Homogenea,"217,5",230,230,211,"218,977",22409,4907058,43
INVJ,2024-01-23,48 hs.,Homogenea,567,593,608,554,"568,667",142952,"81292037,5",499
IRSA,2024-01-23,48 hs.,Homogenea,"1120,7",1190,"1198,9",1112,"1145,986",555480,"636572071,75",1066
LEDE,2024-01-23,48 hs.,Homogenea,1085,1145,"1165,5",1065,"1091,175",47411,51733693,436
LONG,2024-01-23,48 hs.,Homogenea,"49,95","51,5",52,"47,55","49,77",171467,"8533848,2",83
METR,2024-01-23,48 hs.,Homogenea,"1166,5",1265,1265,1142,"1185,265",88915,"105387842,5",545
MOLA,2024-01-23,48 hs.,Homogenea,"22748,5",23600,23600,22400,"23040,65",1015,"23386259,5",214
MOLI,2024-01-23,48 hs.,Homogenea,4266,4120,4450,4120,"4266,89",30734,"131138597,5",699
MOLI5,2024-01-23,48 hs.,Homogenea,3588,3588,3588,3588,3588,4,14352,3
MORI,2024-01-23,48 hs.,Homogenea,"130,75","132,75",138,126,"132,604",692000,"91761799,5",856
MTR,2024-01-23,48 hs.,Homogenea,1575,"1629,5",1630,1500,"1568,845",14236,"22334074,5",78
OEST,2024-01-23,48 hs.,Homogenea,"998,5",1020,1069,960,"1019,829",12134,12374602,108
PAMPD,2024-01-23,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",453,"1132,5",18
PATA,2024-01-23,48 hs.,Homogenea,"1113,5",1120,1125,1060,"1107,541",5585,"6185615,5",65
POLL,2024-01-23,48 hs.,Homogenea,196,196,196,196,196,798,156408,4
RICH,2024-01-23,48 hs.,Homogenea,"948,5",860,951,850,"926,345",19145,"17734867,5",259
AGRO,2024-01-23,48 hs.,Homogenea,"61,9",64,"64,8","60,5","62,132",3275887,"203537716,9",1977
AUSO,2024-01-23,48 hs.,Homogenea,2210,2379,2390,2110,"2258,369",42187,"95273795,5",437
BHIP,2024-01-23,48 hs.,Homogenea,"227,75",240,242,215,"225,137",2065108,466555093,2509
BOLT,2024-01-23,48 hs.,Homogenea,"53,1",48,"58,2",45,"53,812",4425065,"238119457,6",1750
BPAT,2024-01-23,48 hs.,Homogenea,951,995,995,890,"944,281",28747,27145232,275
CADO,2024-01-23,48 hs.,Homogenea,608,639,639,580,"612,578",9094,5570787,74
CAPX,2024-01-23,48 hs.,Homogenea,6125,6388,6395,6070,"6126,583",2260,13846077,112
CARC,2024-01-23,48 hs.,Homogenea,"21,3",20,"21,5","19,2","20,624",2381373,"49112511,85",344
CECO2,2024-01-23,48 hs.,Homogenea,468,485,496,"446,5","477,229",439503,"209743491,5",789
CELU,2024-01-23,48 hs.,Homogenea,740,740,760,720,"737,056","28261,04","20829975,79",131
CGPA2,2024-01-23,48 hs.,Homogenea,"2186,5",2240,2389,2150,"2263,165",38594,"87344598,5",526
CTIO,2024-01-23,48 hs.,Homogenea,"1896,5","1974,5","2009,5","1831,5","1907,048",3642,6945467,93
CVH,2024-01-23,48 hs.,Homogenea,"4294,5",4360,4519,4150,"4281,978",12533,53666025,276
DGCU2,2024-01-23,48 hs.,Homogenea,"1232,5",1258,1280,1201,"1226,202",110508,135505128,543
DOME,2024-01-23,48 hs.,Homogenea,43,43,43,43,43,9390,403770,6
DYCA,2024-01-23,48 hs.,Homogenea,"391,5",396,"396,5",380,"395,228",1585,626437,10
FERR,2024-01-23,48 hs.,Homogenea,"97,3",102,109,"90,3","97,786","113406,8","11089651,19",183
FIPL,2024-01-23,48 hs.,Homogenea,"198,5",196,206,181,"198,714",114528,22758334,182
GAMI,2024-01-23,48 hs.,Homogenea,"210,75",210,213,"204,75","209,215",53257,"11142156,25",129
GARO,2024-01-23,48 hs.,Homogenea,"184,25",183,185,177,"183,332",10288,1886122,14
ROSE,2024-01-23,48 hs.,Homogenea,"79,3",76,80,76,"78,873",7182,"566465,2",11
RIGO,2024-01-22,48 hs.,Homogenea,870,846,870,845,"856,224",2633,2254438,15
GBAN,2024-01-22,48 hs.,Homogenea,1359,1299,1370,1250,"1318,674",13140,17327375,100
SAMI,2024-01-22,48 hs.,Homogenea,1153,1161,1200,1130,"1160,146","79030,9","91687361,25",551
SEMI,2024-01-22,48 hs.,Homogenea,123,"129,75","129,75","120,75","124,71",550813,"68691709,5",614
TXARD,2024-01-22,48 hs.,Homogenea,"0,8","0,81","0,81","0,77","0,777",315,"244,66",16
VALOD,2024-01-22,48 hs.,Homogenea,"0,24","0,23","0,24","0,23","0,232",88,"20,42",7
YPFDD,2024-01-22,48 hs.,Homogenea,"16,65","16,5","17,15","16,15","16,708",4265,"71258,75",140
GCDI,2024-01-22,48 hs.,Homogenea,"28,25",29,"29,5","27,75","28,567",533361,"15236503,15",260
GCLA,2024-01-22,48 hs.,Homogenea,"1370,5",1126,1440,1126,"1305,159",21055,"27480127,5",165
GGALD,2024-01-22,48 hs.,Homogenea,"1,91","1,93",2,"1,85","1,95",154087,"300451,72",86
GRIM,2024-01-22,48 hs.,Homogenea,775,775,775,775,775,87,67425,1
HARG,2024-01-22,48 hs.,Homogenea,1640,"1552,5",1675,"1552,5","1630,037",42669,69552030,491
HAVA,2024-01-22,48 hs.,Homogenea,8300,8300,8500,"8206,5","8402,709",8865,74490019,604
INTR,2024-01-22,48 hs.,Homogenea,"224,25",220,232,220,"228,462",10276,2347676,27
INVJ,2024-01-22,48 hs.,Homogenea,"593,5",600,609,590,"598,007",163481,97762855,486
IRSA,2024-01-22,48 hs.,Homogenea,"1184,95",1110,"1198,5",1101,"1161,953",434018,"504308473,25",951
LEDE,2024-01-22,48 hs.,Homogenea,"1129,5",1094,1133,1075,"1116,762",56132,62686086,397
LONG,2024-01-22,48 hs.,Homogenea,"50,2",49,"51,4",49,"49,867",196505,"9799160,7",95
METR,2024-01-22,48 hs.,Homogenea,"1218,5","1161,5",1265,"1161,5","1217,521",93359,113666544,675
MOLA,2024-01-22,48 hs.,Homogenea,23367,"23252,5",23600,23150,"23341,492",1626,"37953265,5",276
MOLI,2024-01-22,48 hs.,Homogenea,"4116,5",4010,4189,3900,"4076,217",23388,95334561,671
MOLI5,2024-01-22,48 hs.,Homogenea,"3417,5",3255,"3417,5",3255,"3336,25",2,"6672,5",2
MORI,2024-01-22,48 hs.,Homogenea,"131,25",120,136,120,"127,8",702792,"89816692,25",953
MTR,2024-01-22,48 hs.,Homogenea,"1592,5",1600,1600,1551,"1592,884",5402,8604761,99
OEST,2024-01-22,48 hs.,Homogenea,"1013,5",980,1062,980,"1022,576",29934,"30609795,5",215
PAMPD,2024-01-22,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",266,665,19
PATA,2024-01-22,48 hs.,Homogenea,1115,1100,1130,1060,"1107,52",10842,12007729,124
REGE,2024-01-22,48 hs.,Homogenea,4400,4400,4400,4400,4400,7,30800,2
RICH,2024-01-22,48 hs.,Homogenea,850,837,860,830,"840,576",5872,"4935863,5",115
AGRO,2024-01-22,48 hs.,Homogenea,"63,5","64,5","66,5","62,5","65,022",3391621,220529115,2198
AUSO,2024-01-22,48 hs.,Homogenea,"2292,5",2250,"2321,5",2230,"2290,665",83330,190881126,582
BHIP,2024-01-22,48 hs.,Homogenea,"237,25","225,5",245,"225,5","236,155",2123541,"501505328,5",2090
BOLT,2024-01-22,48 hs.,Homogenea,"46,85",40,48,40,"45,77",2609355,"119429971,15",1051
BPAT,2024-01-22,48 hs.,Homogenea,"992,5",954,1031,953,"994,074",23218,"23080416,5",231
CADO,2024-01-22,48 hs.,Homogenea,620,605,625,605,"619,578",25164,"15591070,5",95
CAPX,2024-01-22,48 hs.,Homogenea,"6352,5",6299,6400,6020,"6269,496",6583,"41272093,5",192
CARC,2024-01-22,48 hs.,Homogenea,"20,4","20,4","21,8","20,05","20,803",2097269,"43629118,55",441
CECO2,2024-01-22,48 hs.,Homogenea,484,"470,5",494,"470,5","487,384",525647,256192033,881
CELU,2024-01-22,48 hs.,Homogenea,"738,5",739,740,"721,5","734,895",33309,"24478622,3",160
CGPA2,2024-01-22,48 hs.,Homogenea,"2234,5",2115,2240,2105,"2205,865",65419,"144305460,5",601
CTIO,2024-01-22,48 hs.,Homogenea,"1974,5","1922,5",2035,1905,"1973,689",3309,6530936,80
CVH,2024-01-22,48 hs.,Homogenea,4312,"4139,5",4344,"4139,5","4300,314",13309,57232878,274
DGCU2,2024-01-22,48 hs.,Homogenea,1239,1210,1249,"1200,5","1236,607",111560,137955863,600
DOME,2024-01-22,48 hs.,Homogenea,42,42,42,42,42,3685,154770,4
DYCA,2024-01-22,48 hs.,Homogenea,"396,5",385,404,382,"395,418",4857,1920547,21
FERR,2024-01-22,48 hs.,Homogenea,"99,4",91,105,90,"96,316","246230,1","23715976,4",236
FIPL,2024-01-22,48 hs.,Homogenea,"192,25","173,5",194,"173,5","183,555",92955,17062371,153
GAMI,2024-01-22,48 hs.,Homogenea,"207,25",200,"209,75",199,"204,615",54975,11248736,139
GARO,2024-01-22,48 hs.,Homogenea,183,167,189,167,"179,359",43953,7883363,38
ROSE,2024-01-22,48 hs.,Homogenea,75,74,75,71,"74,23",4155,308425,19
SEMI,2024-01-19,48 hs.,Homogenea,"124,5",128,135,121,"128,234",798975,"102456121,25",648
CARC,2024-01-19,48 hs.,Homogenea,"20,3","20,2","23,5","19,8","21,647",5941293,"128611325,9",939
VALOD,2024-01-19,48 hs.,Homogenea,"0,24","0,23","0,24","0,23","0,24",24,"5,75",3
YPFDD,2024-01-19,48 hs.,Homogenea,"16,25","16,1","16,65","16,05","16,222",2530,"41041,8",106
MTR,2024-01-19,48 hs.,Homogenea,1597,1627,1645,1571,"1601,023",10518,16839564,138
OEST,2024-01-19,48 hs.,Homogenea,967,940,970,910,"955,631",8896,"8501292,5",91
PAMPD,2024-01-19,48 hs.,Homogenea,"2,5","2,5","2,5","2,5","2,5",667,"1667,5",20
PATA,2024-01-19,48 hs.,Homogenea,1113,"1139,5",1140,1070,"1096,775",11943,"13098789,5",129
REGE,2024-01-19,48 hs.,Homogenea,4200,4200,4200,4200,4200,3,12600,2
RICH,2024-01-19,48 hs.,Homogenea,834,815,849,815,"832,971",2083,1735078,56
RIGO,2024-01-19,48 hs.,Homogenea,845,845,845,840,"844,607",1221,1031265,11
ROSE,2024-01-19,48 hs.,Homogenea,"70,7",75,75,70,"71,245",5561,"396192,7",6
SAMI,2024-01-19,48 hs.,Homogenea,1158,1140,1170,1109,"1156,308","94378,8","109130948,45",512
INTR,2024-01-19,48 hs.,Homogenea,"219,5",214,232,214,"221,256",10784,"2386021,5",67
INVJ,2024-01-19,48 hs.,Homogenea,595,593,615,585,"605,065",123987,"75020165,5",405
IRSA,2024-01-19,48 hs.,Homogenea,"1099,3",1049,1100,1049,"1080,835",298072,"322166789,65",683
LEDE,2024-01-19,48 hs.,Homogenea,1094,1135,1150,1050,"1088,672",102682,111786970,822
LONG,2024-01-19,48 hs.,Homogenea,"47,95",48,"48,7","47,4","48,188",246822,"11893786,8",63
