especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
DIA_US,1998-01-20,77.8125,78.8438,77.4062,78.8125,1743200,885265200
DIA_US,1998-01-21,78.0938,78.375,77.2812,77.8438,1839600,885351600
DIA_US,1998-01-22,77.1875,77.8594,76.9375,77.1875,1662600,885438000
DIA_US,1998-01-23,77.5,77.75,76.3125,77,1693700,885524400
DIA_US,1998-01-26,77.375,77.6719,76.9375,77.3125,1172800,885783600
DIA_US,1998-01-27,77.125,78.5625,77.0781,78.2188,1454500,885870000
DIA_US,1998-01-28,78.375,79.2344,78.2188,79.125,1181200,885956400
DIA_US,1998-01-29,79.0625,80.25,78.8906,79.4062,1468500,886042800
DIA_US,1998-01-30,79.9375,79.9375,78.9688,79.2344,1095600,886129200
DIA_US,1998-02-02,80.625,81.3125,80.4062,81.0156,955600,886388400
DIA_US,1998-02-03,81,81.6719,80.6562,81.6562,619400,886474800
DIA_US,1998-02-04,81.2188,81.6562,80.8125,81.2188,753200,886561200
DIA_US,1998-02-05,81.8125,81.9062,80.7344,81.2344,1067600,886647600
DIA_US,1998-02-06,81.5,82.1719,81.3594,82.1094,1069700,886734000
DIA_US,1998-02-09,82.0938,82.25,81.4375,81.7812,515900,886993200
DIA_US,1998-02-10,82.0312,83.3438,81.9219,83.1562,892100,887079600
DIA_US,1998-02-11,82.9688,83.3906,82.8438,83.1562,515000,887166000
DIA_US,1998-02-12,82.7344,84.1094,82.375,83.6875,1065000,887252400
DIA_US,1998-02-13,83.3438,83.8438,83.1719,83.6406,596700,887338800
DIA_US,1998-02-17,84.3125,84.7188,83.8906,84.0625,840600,887684400
DIA_US,1998-02-18,84.0781,84.7031,83.8438,84.625,773000,887770800
DIA_US,1998-02-19,84.6406,84.7031,83.8281,83.8281,804800,887857200
DIA_US,1998-02-20,84.0781,84.4688,83.3125,84.2812,540600,887943600
DIA_US,1998-02-23,85,85,83.9688,84.25,639200,888202800
DIA_US,1998-02-24,84.125,84.4062,83.5312,84,702700,888289200
DIA_US,1998-02-25,84.25,85.1562,84.0781,84.6875,687400,888375600
DIA_US,1998-02-26,84.6094,85.2188,84.4062,85.1562,439800,888462000
DIA_US,1998-02-27,85.1094,85.9531,84.8906,85.5938,451300,888548400
DIA_US,1998-03-02,85.75,85.8594,85.2812,85.7188,1062800,888807600
DIA_US,1998-03-03,85.2188,86.125,85.1875,86.1094,596600,888894000
DIA_US,1998-03-04,85.625,85.875,85.1094,85.5312,691700,888980400
DIA_US,1998-03-05,84.5,85.2656,84.2188,84.7812,778300,889066800
DIA_US,1998-03-06,85.0938,86.0312,85.0938,86.0312,933100,889153200
DIA_US,1998-03-09,85.625,86.5781,85.5938,85.875,685300,889412400
DIA_US,1998-03-10,86.375,86.75,86.1562,86.7188,563700,889498800
DIA_US,1998-03-11,86.9375,87.2344,86.7344,87,406600,889585200
DIA_US,1998-03-12,86.9375,87.0625,86.3125,86.8906,576700,889671600
DIA_US,1998-03-13,87.1875,87.25,86.0938,86.1562,458900,889758000
DIA_US,1998-03-16,86.5625,87.4688,86.3438,87.4688,733000,890017200
DIA_US,1998-03-17,87.2812,87.7812,87.0781,87.7656,499900,890103600
DIA_US,1998-03-18,87.5938,88.0156,87.2812,87.9844,410900,890190000
DIA_US,1998-03-19,88,88.2969,87.8438,88.2344,730000,890276400
DIA_US,1998-03-20,88.5625,89.4062,88.2812,89.1562,754300,890362800
DIA_US,1998-03-23,89.1875,89.1875,88.3906,88.4844,551600,890622000
DIA_US,1998-03-24,88.9688,89.8594,88.9219,89.4375,470300,890708400
DIA_US,1998-03-25,90.0625,90.0625,88.25,88.875,966200,890794800
DIA_US,1998-03-26,88.8438,89.2969,88.5156,88.625,412800,890881200
DIA_US,1998-03-27,89.3438,89.4062,87.875,88.2656,584100,890967600
DIA_US,1998-03-30,88.2812,88.5625,87.6875,88.1562,562400,891226800
DIA_US,1998-03-31,88.4688,89.3125,88.0625,88.1875,620000,891313200
DIA_US,1998-04-01,88.3594,89.2031,87.7188,88.9375,373700,891399600
DIA_US,1998-04-02,88.9062,90.25,88.8281,90.1562,440600,891486000
DIA_US,1998-04-03,90.25,90.5781,89.8125,90.0938,493300,891572400
DIA_US,1998-04-06,90.875,91.25,90.3438,90.375,610500,891831600
DIA_US,1998-04-07,90.375,90.3906,89.25,89.8906,707300,891918000
DIA_US,1998-04-08,90.0625,90.0625,88.8281,89.2812,949500,892004400
DIA_US,1998-04-09,89.6562,90.4688,89.625,90.375,451700,892090800
DIA_US,1998-04-13,90.7344,90.7344,89.5625,90.3438,337900,892436400
DIA_US,1998-04-14,90.5312,91.5156,90.5312,91.4375,451500,892522800
DIA_US,1998-04-15,91.6562,92.0156,91.2031,92.0156,261800,892609200
DIA_US,1998-04-16,91.7031,91.7031,90.7969,91.0625,232800,892695600
DIA_US,1998-04-17,90.7344,91.75,90.5781,91.7031,382900,892782000
DIA_US,1998-04-20,91.5938,91.6562,91,91.2969,299400,893041200
DIA_US,1998-04-21,91.25,91.9219,90.9688,91.9062,372000,893127600
DIA_US,1998-04-22,91.8594,92.1094,91.6875,91.8438,503400,893214000
DIA_US,1998-04-23,91.7188,92.0312,91.1094,91.3125,597700,893300400
DIA_US,1998-04-24,91.2188,91.5625,90.0625,90.5469,820200,893386800
DIA_US,1998-04-27,89.875,89.875,88.3906,89.25,1916800,893646000
DIA_US,1998-04-28,90.0312,90.125,88.6562,88.9844,437200,893732400
DIA_US,1998-04-29,89.2812,89.9531,88.9219,89.4219,298700,893818800
DIA_US,1998-04-30,90.3281,91.3125,90.2188,90.875,443100,893905200
DIA_US,1998-05-01,91.0938,91.6562,90.8125,91.6562,338300,893991600
DIA_US,1998-05-04,91.9844,92.5781,91.8125,91.8125,542500,894250800
DIA_US,1998-05-05,91.5,91.8594,90.9688,91.4844,325600,894337200
DIA_US,1998-05-06,91.8438,91.8594,90.2812,90.2812,665500,894423600
DIA_US,1998-05-07,90.625,90.625,89.7188,89.7344,593100,894510000
DIA_US,1998-05-08,89.75,90.9844,89.6875,90.9375,638100,894596400
DIA_US,1998-05-11,91.2812,91.8438,90.6875,90.9219,703100,894855600
DIA_US,1998-05-12,90.9062,91.9219,90.6094,91.9219,479000,894942000
DIA_US,1998-05-13,91.9062,92.3594,91.625,92.25,399400,895028400
DIA_US,1998-05-14,91.5625,92.2969,91.3438,91.8125,622900,895114800
DIA_US,1998-05-15,91.875,91.875,90.7969,90.7969,280900,895201200
DIA_US,1998-05-18,90.875,91.3281,90,90.5312,249200,895460400
DIA_US,1998-05-19,91.125,91.3125,90.375,90.5625,482100,895546800
DIA_US,1998-05-20,91.25,91.875,90.6406,91.7812,304400,895633200
DIA_US,1998-05-21,91.9375,92.1719,91.1094,91.375,530600,895719600
DIA_US,1998-05-22,91.5938,91.5938,90.9375,91.2344,219000,895806000
DIA_US,1998-05-26,91.7344,91.8438,89.6562,89.6562,561300,896151600
DIA_US,1998-05-27,89,89.8594,87.9375,89.6562,1041100,896238000
DIA_US,1998-05-28,89.75,90.0938,89.1875,89.9844,367700,896324400
DIA_US,1998-05-29,90.2812,90.4219,88.8438,88.8438,232400,896410800
DIA_US,1998-06-01,88.625,89.8594,88.5938,89.4062,445800,896670000
DIA_US,1998-06-02,89.7344,89.875,88.7812,88.9531,391600,896756400
DIA_US,1998-06-03,89.375,89.4062,87.8125,87.8438,473100,896842800
DIA_US,1998-06-04,87.875,88.9531,87.5312,88.8906,636200,896929200
DIA_US,1998-06-05,89.4688,90.8594,89,90.8594,1014000,897015600
DIA_US,1998-06-08,90.75,91.25,90.4844,90.9219,467900,897274800
DIA_US,1998-06-09,90.8125,91.0469,90.3594,90.7344,180100,897361200
DIA_US,1998-06-10,90.2812,91.125,89.5781,89.75,531300,897447600
DIA_US,1998-06-11,90.0312,90.1406,88.125,88.125,529200,897534000
DIA_US,1998-06-12,88.1875,88.625,86.875,88.5625,909200,897620400
DIA_US,1998-06-15,87.5625,87.9375,85.9531,86,617400,897879600
DIA_US,1998-06-16,86.8125,86.9375,85.9375,86.7969,796500,897966000
DIA_US,1998-06-17,87.7812,89.1719,87.5625,88.6562,895100,898052400
DIA_US,1998-06-18,88.4375,88.7188,88.0938,88.3125,219000,898138800
DIA_US,1998-06-19,88.4062,88.5469,86.8594,87.0781,506100,898225200
DIA_US,1998-06-22,87.1875,87.7031,86.7969,87.1719,161500,898484400
DIA_US,1998-06-23,87.6562,88.4219,87.6562,88.375,201600,898570800
DIA_US,1998-06-24,88.5,89.4375,87.8594,89.2969,353100,898657200
DIA_US,1998-06-25,89.875,90.2969,89.1406,89.6875,420200,898743600
DIA_US,1998-06-26,89.5938,89.9375,89.3438,89.6875,150400,898830000
DIA_US,1998-06-29,90.1875,90.6562,90,90.125,297700,899089200
DIA_US,1998-06-30,89.9062,90.1562,89.3594,89.6875,395600,899175600
DIA_US,1998-07-01,90.375,90.6719,89.8906,90.5938,347100,899262000
DIA_US,1998-07-02,90.3438,90.5781,90.1406,90.2969,263900,899348400
DIA_US,1998-07-06,90.3125,91.25,90.0312,91.25,166500,899694000
DIA_US,1998-07-07,91.1719,91.5625,90.7188,91.1094,155700,899780400
DIA_US,1998-07-08,91.1875,91.9844,91.1094,91.9531,146900,899866800
DIA_US,1998-07-09,91.375,91.9062,90.4688,90.875,151500,899953200
DIA_US,1998-07-10,91.0312,91.4688,90.3438,91.2344,127800,900039600
DIA_US,1998-07-13,91.375,91.9219,90.7969,90.9844,164400,900298800
DIA_US,1998-07-14,91.5,92.6719,91.4844,92.4375,276000,900385200
DIA_US,1998-07-15,93,93.1562,92.2812,92.5,367900,900471600
DIA_US,1998-07-16,92.5,93.4062,92.0938,93.2656,356100,900558000
DIA_US,1998-07-17,93.4375,93.625,93.0938,93.3281,222100,900644400
DIA_US,1998-07-20,93.5469,93.5781,92.5781,93.125,234900,900903600
DIA_US,1998-07-21,93.5781,93.5781,91.75,91.75,389800,900990000
DIA_US,1998-07-22,91.5,91.75,90.8281,91.4062,229900,901076400
DIA_US,1998-07-23,91.1719,91.4375,89.2031,89.3594,297000,901162800
DIA_US,1998-07-24,90.0781,90.0781,88.5312,89.4375,424800,901249200
DIA_US,1998-07-27,88.9688,90.3438,88.5312,90.25,382900,901508400
DIA_US,1998-07-28,90.0938,90.0938,88.0156,89.2188,557300,901594800
DIA_US,1998-07-29,89.8125,90,88.8281,89.0156,330400,901681200
DIA_US,1998-07-30,89.875,90.375,89.5781,90.2344,533300,901767600
DIA_US,1998-07-31,90.125,90.375,88.1562,88.5312,234400,901854000
DIA_US,1998-08-03,88.625,88.9219,87.7812,87.8125,429300,902113200
DIA_US,1998-08-04,88.625,88.625,84.875,84.9375,947200,902199600
DIA_US,1998-08-05,85.4375,85.9219,83.5312,85.6562,1456000,902286000
DIA_US,1998-08-06,84.9688,86.2344,84.9688,85.6562,571600,902372400
DIA_US,1998-08-07,86.2812,87.2344,85.5,86.1562,698900,902458800
DIA_US,1998-08-10,86,86.4062,85.1406,85.7812,233900,902718000
DIA_US,1998-08-11,84.25,84.8125,83.0625,84.375,1034100,902804400
DIA_US,1998-08-12,85.2188,85.7812,84.7188,85.6875,592000,902890800
DIA_US,1998-08-13,85.3438,86.2188,84.2812,84.2812,651900,902977200
DIA_US,1998-08-14,85.625,85.6875,83.7812,84.3125,731000,903063600
DIA_US,1998-08-17,84.0938,85.9688,83.6875,85.75,948800,903322800
DIA_US,1998-08-18,86.2188,87.6719,86.0312,87.375,566000,903409200
DIA_US,1998-08-19,87.9062,87.9062,86.7812,86.9688,324700,903495600
DIA_US,1998-08-20,86.5938,87.125,86.1562,86.25,536300,903582000
DIA_US,1998-08-21,85.125,85.5938,83.1875,85.5938,1184400,903668400
DIA_US,1998-08-24,85.8125,86.3438,85,85.625,292300,903927600
DIA_US,1998-08-25,86.4688,86.875,85.2812,85.9062,309400,904014000
DIA_US,1998-08-26,84.8438,85.8125,84.5312,85.3906,653200,904100400
DIA_US,1998-08-27,83.9375,84.2188,80.8125,81.0469,1887300,904186800
DIA_US,1998-08-28,82,82.6094,80.125,80.7812,1225000,904273200
DIA_US,1998-08-31,81.2188,81.4062,74.875,74.875,1284000,904532400
DIA_US,1998-09-01,76.2188,79.0938,73.875,78.5312,1760300,904618800
DIA_US,1998-09-02,78.6562,79.625,77.625,77.7812,551100,904705200
DIA_US,1998-09-03,76.3438,77.625,75.75,77.0312,806800,904791600
DIA_US,1998-09-04,77.6875,77.7812,74.9375,76.875,578100,904878000
DIA_US,1998-09-08,79.1875,80.6562,78.3438,80.5938,1187900,905223600
DIA_US,1998-09-09,80.0938,80.4688,78.4062,78.4062,879200,905310000
DIA_US,1998-09-10,76.4688,77.2188,75,75.75,1292900,905396400
DIA_US,1998-09-11,75.375,78.8125,75.0156,78.7188,1086900,905482800
DIA_US,1998-09-14,79.4219,80.3438,79.2188,79.4062,627700,905742000
DIA_US,1998-09-15,78.625,80.5,78.5938,80.2812,418000,905828400
DIA_US,1998-09-16,80.9375,81.6875,79.5938,81.125,495200,905914800
DIA_US,1998-09-17,78.6562,79.4062,78.5,78.7812,681100,906001200
DIA_US,1998-09-18,78.5625,79.125,78.125,78.8125,309400,906087600
DIA_US,1998-09-21,76.2812,79.5625,76.1562,79.25,562200,906346800
DIA_US,1998-09-22,80.0625,80.0625,78.5156,78.8594,431900,906433200
DIA_US,1998-09-23,79.9062,81.875,79.3906,81.875,680200,906519600
DIA_US,1998-09-24,81.2656,81.8594,79.2344,79.7656,568800,906606000
DIA_US,1998-09-25,78.9688,80.9688,78.6562,80.125,422200,906692400
DIA_US,1998-09-28,80.9375,81.6406,80.375,81.2812,678800,906951600
DIA_US,1998-09-29,81.4844,81.5625,79.5938,80.6875,1089600,907038000
DIA_US,1998-09-30,79.6875,80.4375,78.125,78.1875,673200,907124400
DIA_US,1998-10-01,77,78.1562,75.75,76.2188,1107600,907210800
DIA_US,1998-10-02,76.375,78.3125,75.0625,78.1562,971800,907297200
DIA_US,1998-10-05,77.3438,78,75.4375,77.2188,728800,907556400
DIA_US,1998-10-06,78.3125,78.8594,76.625,77.1875,806100,907642800
DIA_US,1998-10-07,77.5312,78.5625,75.8594,77.3438,1280800,907729200
DIA_US,1998-10-08,75.125,77.75,74.4688,77.3125,2218200,907815600
DIA_US,1998-10-09,78.0625,79.375,76.5625,79.1875,1196900,907902000
DIA_US,1998-10-12,80.5312,80.9688,79.5,79.7812,630700,908161200
DIA_US,1998-10-13,80,80.1875,78.6875,79.1719,288500,908247600
DIA_US,1998-10-14,79,80.6719,78.8438,79.6875,939700,908334000
DIA_US,1998-10-15,79.5,88,79.1875,83.875,1219200,908420400
DIA_US,1998-10-16,83.9375,84.4219,83.25,84.1875,694800,908506800
DIA_US,1998-10-19,84,85.25,83.8125,84.625,423800,908766000
DIA_US,1998-10-20,85.4844,86.5,84.4844,84.8906,959800,908852400
DIA_US,1998-10-21,85.4688,85.7969,84.625,85.0625,599800,908938800
DIA_US,1998-10-22,85.0312,85.6875,84.2031,85.5625,574800,909025200
DIA_US,1998-10-23,84.9375,85.1875,84.125,84.3125,463400,909111600
DIA_US,1998-10-26,85,85.4375,84.125,84.375,381100,909370800
DIA_US,1998-10-27,85.2812,85.4219,83.3906,83.7188,915900,909457200
DIA_US,1998-10-28,83.8594,84.375,83.1719,83.4531,355200,909543600
DIA_US,1998-10-29,83.9062,85.4375,83.4688,85.4375,413600,909630000
DIA_US,1998-10-30,86.0938,86.6094,85.5781,86.0312,678700,909716400
DIA_US,1998-11-02,86.7812,87.4688,86.2344,87.4688,598900,909975600
DIA_US,1998-11-03,87.1875,87.625,86.7031,87,731200,910062000
DIA_US,1998-11-04,88.1875,88.8438,87.0781,88.2344,706600,910148400
DIA_US,1998-11-05,87.2969,89.5,87.1406,89.5,462600,910234800
DIA_US,1998-11-06,89.2031,89.9375,89,89.875,400000,910321200
DIA_US,1998-11-09,89.8438,89.9375,88.5156,89.0156,325700,910580400
DIA_US,1998-11-10,88.75,89.4219,88.5,88.625,345400,910666800
DIA_US,1998-11-11,89.4375,89.4844,87.9688,88.3594,365000,910753200
DIA_US,1998-11-12,88.125,89.2188,88.125,88.625,354400,910839600
DIA_US,1998-11-13,88.6562,89.75,88.4688,89.5,408300,910926000
DIA_US,1998-11-16,90.1562,90.4688,89.3906,90.3438,273700,911185200
DIA_US,1998-11-17,89.9531,92,89.0312,89.9688,618700,911271600
DIA_US,1998-11-18,89.875,90.9688,89.75,90.6719,249600,911358000
DIA_US,1998-11-19,90.9375,91.125,90.3125,90.75,270800,911444400
DIA_US,1998-11-20,91.3281,91.7344,91,91.7188,331900,911530800
DIA_US,1998-11-23,92.375,94.0938,92.25,94.0938,530600,911790000
DIA_US,1998-11-24,93.7812,93.9062,92.875,93.0938,503700,911876400
DIA_US,1998-11-25,93.2656,93.3438,92.625,93.125,155300,911962800
DIA_US,1998-11-27,93.7188,93.7188,93.25,93.25,71000,912135600
DIA_US,1998-11-30,93.0625,93.0625,90.75,90.8125,527600,912394800
DIA_US,1998-12-01,90.25,91.9062,89.875,91.2656,379800,912481200
DIA_US,1998-12-02,90.5312,90.9844,89.5156,90.75,317600,912567600
DIA_US,1998-12-03,90.3438,90.9844,88.5625,88.8281,638700,912654000
DIA_US,1998-12-04,89.625,90.625,89.375,90.5,1230600,912740400
DIA_US,1998-12-07,90.5938,90.9844,90,90.75,522900,912999600
DIA_US,1998-12-08,90.5625,91,89.4375,90.3125,405500,913086000
DIA_US,1998-12-09,90.1875,90.6562,89.6562,90.0625,310100,913172400
DIA_US,1998-12-10,89.8906,90.0312,88.1719,88.2812,422700,913258800
DIA_US,1998-12-11,88.0156,88.6094,87.2656,87.9688,548700,913345200
DIA_US,1998-12-14,87.625,87.9844,86.5156,86.5156,393500,913604400
DIA_US,1998-12-15,87.5156,88.375,86.5156,88.2188,637200,913690800
DIA_US,1998-12-16,88.5938,88.5938,87.5625,87.875,537800,913777200
DIA_US,1998-12-17,88.1562,89,88.1562,88.7188,1114300,913863600
DIA_US,1998-12-18,89.125,89.375,88.5312,88.7188,289100,913950000
DIA_US,1998-12-21,89.2812,91.1875,89.125,89.8125,483500,914209200
DIA_US,1998-12-22,90.2812,90.7812,89.4375,90.3438,317700,914295600
DIA_US,1998-12-23,91.2344,92.3125,90.6875,92.0625,657600,914382000
DIA_US,1998-12-24,92.125,92.5312,91.8125,92.0938,346900,914468400
DIA_US,1998-12-28,92.7812,92.7812,91.8125,91.9375,274000,914814000
DIA_US,1998-12-29,92.3125,93.5312,91.7812,93.4844,598800,914900400
DIA_US,1998-12-30,93.0625,93.4688,92.625,92.625,202600,914986800
DIA_US,1998-12-31,92.625,92.875,91.5,91.5312,870300,915073200
DIA_US,1999-01-04,92.0938,93.625,91.0625,91.9531,490200,915418800
DIA_US,1999-01-05,91.9375,93.4375,91.9375,93.2188,473000,915505200
DIA_US,1999-01-06,94.1875,95.8125,93.8438,95.6562,701400,915591600
DIA_US,1999-01-07,94.25,95.4844,94.1094,95.25,450300,915678000
DIA_US,1999-01-08,96.2656,96.625,95.3125,96.5156,446300,915764400
DIA_US,1999-01-11,96.3438,96.4531,95.25,96.3438,603000,916023600
DIA_US,1999-01-12,95.9375,96.0625,94.5312,94.5312,539600,916110000
DIA_US,1999-01-13,91.8125,94.375,91.8125,93.3438,1082800,916196400
DIA_US,1999-01-14,93.5,93.5,90.7188,90.875,604100,916282800
DIA_US,1999-01-15,92.125,93.5,91.5312,93.4688,470100,916369200
DIA_US,1999-01-19,94.3125,94.3125,92.0156,93.0625,1505900,916714800
DIA_US,1999-01-20,94.1875,94.75,92.75,93.625,687500,916801200
DIA_US,1999-01-21,93,93.7812,92.0312,92.125,944500,916887600
DIA_US,1999-01-22,90.9375,92.1094,90.75,91.3125,550700,916974000
DIA_US,1999-01-25,91.4062,92.2812,90.375,92.2812,608400,917233200
DIA_US,1999-01-26,92.3125,93.7188,91.8438,93.7188,459600,917319600
DIA_US,1999-01-27,93.8281,94,91.5,91.6875,487100,917406000
DIA_US,1999-01-28,92.4688,93.1562,92.2188,92.4688,268200,917492400
DIA_US,1999-01-29,93.2188,94,92.0625,93.2812,306900,917578800
DIA_US,1999-02-01,93.9844,94.3438,93.1562,93.3438,191400,917838000
DIA_US,1999-02-02,93.2812,93.3125,91.875,92.6562,473600,917924400
DIA_US,1999-02-03,92.2188,94,92.2188,93.875,238100,918010800
DIA_US,1999-02-04,93.5312,94,92.7656,93.5,442800,918097200
DIA_US,1999-02-05,93.2188,93.4844,92.4375,93.0625,438700,918183600
DIA_US,1999-02-08,93.5,93.7812,92.0625,92.8125,335500,918442800
DIA_US,1999-02-09,92.6562,92.8438,91,91.375,341700,918529200
DIA_US,1999-02-10,91.5,91.9219,90.9688,91.625,751900,918615600
DIA_US,1999-02-11,92.125,94.3438,91.5156,94,687700,918702000
DIA_US,1999-02-12,93.4688,93.9844,92.3125,92.9062,410400,918788400
DIA_US,1999-02-16,93.5938,93.9688,92.5,92.7031,728100,919134000
DIA_US,1999-02-17,92.4844,93.7969,91.8125,92.4375,466000,919220400
DIA_US,1999-02-18,92.7344,93.3125,91.9688,93.0312,589200,919306800
DIA_US,1999-02-19,93.0625,93.9844,92.5938,93.5312,382200,919393200
DIA_US,1999-02-22,93.4688,95.7344,93.375,95.6875,418500,919652400
DIA_US,1999-02-23,95.3438,96.125,94.5625,95.5625,632800,919738800
DIA_US,1999-02-24,95.7188,96.0938,93.75,93.875,695600,919825200
DIA_US,1999-02-25,93.2812,93.8438,92.25,93.1875,1438600,919911600
DIA_US,1999-02-26,93.7188,93.8125,92.4375,92.8906,356200,919998000
DIA_US,1999-03-01,93,93.5625,92.25,93.0625,336900,920257200
DIA_US,1999-03-02,93.625,94.2344,92.6406,93.2812,242000,920343600
DIA_US,1999-03-03,93.0312,93.3594,92,92.8438,201200,920430000
DIA_US,1999-03-04,93.5,94.9688,93.3594,94.9688,584900,920516400
DIA_US,1999-03-05,96.3438,97.8438,96.1875,97.625,1525300,920602800
DIA_US,1999-03-08,97.6875,97.7812,96.7969,97.4688,298300,920862000
DIA_US,1999-03-09,97.3125,98.3438,96.75,96.9375,848200,920948400
DIA_US,1999-03-10,97.125,97.9375,96.8125,97.9375,180300,921034800
DIA_US,1999-03-11,98.625,99.7188,98.0312,99.3125,758500,921121200
DIA_US,1999-03-12,99.8438,99.8594,98.6406,98.6406,411300,921207600
DIA_US,1999-03-15,98.9062,99.75,98.75,99.7344,204000,921466800
DIA_US,1999-03-16,99.9375,100.125,99.2812,99.4375,644400,921553200
DIA_US,1999-03-17,99.4688,99.75,98.6875,98.9219,608100,921639600
DIA_US,1999-03-18,98.7812,100.469,98.625,100.312,399800,921726000
DIA_US,1999-03-19,100.516,100.75,98.5625,98.5625,501000,921812400
DIA_US,1999-03-22,98.6875,99.4375,98.5625,99.125,118500,922071600
DIA_US,1999-03-23,99.4375,99.4375,96.2812,96.625,824500,922158000
DIA_US,1999-03-24,96.8438,97.1094,96.1875,96.8438,253600,922244400
DIA_US,1999-03-25,97.8438,98.7344,97.4062,98.625,385500,922330800
DIA_US,1999-03-26,97.9688,98.5,97.5,98.2812,258900,922417200
DIA_US,1999-03-29,99.2188,100.5,99,99.875,441200,922676400
DIA_US,1999-03-30,98.9375,99.8594,98.6875,99.2812,552000,922762800
DIA_US,1999-03-31,99.75,99.9844,97.6562,97.75,452900,922849200
DIA_US,1999-04-01,98.5,98.625,97.5625,98.2656,267500,922935600
DIA_US,1999-04-05,99.3438,100.344,98.8125,100.125,457400,923281200
DIA_US,1999-04-06,99.5625,100.328,99.1875,99.625,231600,923367600
DIA_US,1999-04-07,100.375,101.094,99.375,101,313900,923454000
DIA_US,1999-04-08,101.031,102.156,100.469,102.062,362600,923540400
DIA_US,1999-04-09,102.594,102.594,101,101.875,402300,923626800
DIA_US,1999-04-12,100.625,103.625,100.625,103.516,900800,923886000
DIA_US,1999-04-13,103.375,104.281,103,104.125,1310900,923972400
DIA_US,1999-04-14,104.781,105.219,103.578,104.344,1553700,924058800
DIA_US,1999-04-15,104.312,105.156,103.5,104.844,1917400,924145200
DIA_US,1999-04-16,105,105.219,103.531,104.531,2049400,924231600
DIA_US,1999-04-19,104.938,107.484,103.5,104.375,5045900,924490800
DIA_US,1999-04-20,104.25,104.969,103.125,104.469,4491000,924577200
DIA_US,1999-04-21,104.516,106.531,104.156,106.5,2419100,924663600
DIA_US,1999-04-22,106.969,107.594,106.125,107.469,1891000,924750000
DIA_US,1999-04-23,107,107.625,106.312,107.094,942000,924836400
DIA_US,1999-04-26,107.344,107.344,106.406,107.25,629400,925095600
DIA_US,1999-04-27,108,108.625,107.516,108.375,2460600,925182000
DIA_US,1999-04-28,108.25,109.438,107.969,108.266,2919100,925268400
DIA_US,1999-04-29,108.812,109.312,108.125,108.781,1922000,925354800
DIA_US,1999-04-30,109.281,109.562,106.5,107.625,3761500,925441200
DIA_US,1999-05-03,107.938,110.219,107.531,110.219,1834900,925700400
DIA_US,1999-05-04,109.812,110.406,108.719,109.25,2046600,925786800
DIA_US,1999-05-05,109.344,109.734,107.75,109.375,2827000,925873200
DIA_US,1999-05-06,109.219,109.844,108.375,109.5,2659100,925959600
DIA_US,1999-05-07,110.062,110.438,109.25,110.438,1749800,926046000
DIA_US,1999-05-10,110.281,111.094,109.625,110,1598000,926305200
DIA_US,1999-05-11,110.625,111,109.688,110.219,1519200,926391600
DIA_US,1999-05-12,110,110.688,107,110.156,3325500,926478000
DIA_US,1999-05-13,110.969,111.5,110.5,111.25,1390300,926564400
DIA_US,1999-05-14,109.688,110.109,108.75,109.125,2026200,926650800
DIA_US,1999-05-17,108.906,108.938,107.688,108.75,1204800,926910000
DIA_US,1999-05-18,109.188,109.5,107.625,108.828,1152500,926996400
DIA_US,1999-05-19,109.062,109.312,108.25,109.062,679000,927082800
DIA_US,1999-05-20,109.438,109.688,108.781,108.812,1410900,927169200
DIA_US,1999-05-21,108.812,108.906,107.75,108.25,747200,927255600
DIA_US,1999-05-24,108.688,108.688,106.156,106.375,1241800,927514800
DIA_US,1999-05-25,106.312,107.594,105.062,105.062,1253300,927601200
DIA_US,1999-05-26,105.656,107.344,105.062,107,1336500,927687600
DIA_US,1999-05-27,106.625,106.688,104.219,104.875,1617700,927774000
DIA_US,1999-05-28,104.969,105.938,104.75,105.141,702700,927860400
DIA_US,1999-06-01,105.203,106.125,104.062,106.094,1968500,928206000
DIA_US,1999-06-02,106,106.344,104.656,105.922,1111500,928292400
DIA_US,1999-06-03,106.562,106.812,105.938,106.75,583900,928378800
DIA_US,1999-06-04,107.438,108.312,106.812,108.219,632300,928465200
DIA_US,1999-06-07,108.375,109.25,108.125,108.969,651700,928724400
DIA_US,1999-06-08,108.906,108.906,107.375,107.75,574000,928810800
DIA_US,1999-06-09,108.031,108.031,106.719,107.125,395400,928897200
DIA_US,1999-06-10,106.562,106.719,105.344,106.219,750600,928983600
DIA_US,1999-06-11,106.625,107,104.344,104.969,1043900,929070000
DIA_US,1999-06-14,105.5,106.125,105,105.688,589100,929329200
DIA_US,1999-06-15,106.125,106.875,105.766,106.344,697300,929415600
DIA_US,1999-06-16,107.281,108.062,107.25,107.781,773500,929502000
DIA_US,1999-06-17,107.5,108.875,107.25,108.719,632500,929588400
DIA_US,1999-06-18,108.562,108.844,108.188,108.469,264300,929674800
DIA_US,1999-06-21,108.75,108.969,107.625,108.125,309700,929934000
DIA_US,1999-06-22,107.625,108.219,107.016,107.156,398800,930020400
DIA_US,1999-06-23,106.969,107.031,106.281,106.5,493800,930106800
DIA_US,1999-06-24,106.375,106.406,104.75,105.625,603500,930193200
DIA_US,1999-06-25,106.125,106.406,105.5,105.734,297600,930279600
DIA_US,1999-06-28,106.562,107,106.25,106.688,522300,930538800
